Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
3/31/2020,Andorra,,376,10,12
4/1/2020,Andorra,,390,10,14
1/22/2020,Angola,,0,0,0
1/23/2020,Angola,,0,0,0
1/24/2020,Angola,,0,0,0
1/25/2020,Angola,,0,0,0
1/26/2020,Angola,,0,0,0
1/27/2020,Angola,,0,0,0
1/28/2020,Angola,,0,0,0
1/29/2020,Angola,,0,0,0
1/30/2020,Angola,,0,0,0
1/31/2020,Angola,,0,0,0
2/1/2020,Angola,,0,0,0
2/2/2020,Angola,,0,0,0
2/3/2020,Angola,,0,0,0
2/4/2020,Angola,,0,0,0
2/5/2020,Angola,,0,0,0
2/6/2020,Angola,,0,0,0
2/7/2020,Angola,,0,0,0
2/8/2020,Angola,,0,0,0
2/9/2020,Angola,,0,0,0
2/10/2020,Angola,,0,0,0
2/11/2020,Angola,,0,0,0
2/12/2020,Angola,,0,0,0
2/13/2020,Angola,,0,0,0
2/14/2020,Angola,,0,0,0
2/15/2020,Angola,,0,0,0
2/16/2020,Angola,,0,0,0
2/17/2020,Angola,,0,0,0
2/18/2020,Angola,,0,0,0
2/19/2020,Angola,,0,0,0
2/20/2020,Angola,,0,0,0
2/21/2020,Angola,,0,0,0
2/22/2020,Angola,,0,0,0
2/23/2020,Angola,,0,0,0
2/24/2020,Angola,,0,0,0
2/25/2020,Angola,,0,0,0
2/26/2020,Angola,,0,0,0
2/27/2020,Angola,,0,0,0
2/28/2020,Angola,,0,0,0
2/29/2020,Angola,,0,0,0
3/1/2020,Angola,,0,0,0
3/2/2020,Angola,,0,0,0
3/3/2020,Angola,,0,0,0
3/4/2020,Angola,,0,0,0
3/5/2020,Angola,,0,0,0
3/6/2020,Angola,,0,0,0
3/7/2020,Angola,,0,0,0
3/8/2020,Angola,,0,0,0
3/9/2020,Angola,,0,0,0
3/10/2020,Angola,,0,0,0
3/11/2020,Angola,,0,0,0
3/12/2020,Angola,,0,0,0
3/13/2020,Angola,,0,0,0
3/14/2020,Angola,,0,0,0
3/15/2020,Angola,,0,0,0
3/16/2020,Angola,,0,0,0
3/17/2020,Angola,,0,0,0
3/18/2020,Angola,,0,0,0
3/19/2020,Angola,,0,0,0
3/20/2020,Angola,,1,0,0
3/21/2020,Angola,,2,0,0
3/22/2020,Angola,,2,0,0
3/23/2020,Angola,,3,0,0
3/24/2020,Angola,,3,0,0
3/25/2020,Angola,,3,0,0
3/26/2020,Angola,,4,0,0
3/27/2020,Angola,,4,0,0
3/28/2020,Angola,,5,0,0
3/29/2020,Angola,,7,0,2
3/30/2020,Angola,,7,0,2
3/31/2020,Angola,,7,1,2
4/1/2020,Angola,,8,1,2
1/22/2020,Antigua and Barbuda,,0,0,0
1/23/2020,Antigua and Barbuda,,0,0,0
1/24/2020,Antigua and Barbuda,,0,0,0
1/25/2020,Antigua and Barbuda,,0,0,0
1/26/2020,Antigua and Barbuda,,0,0,0
1/27/2020,Antigua and Barbuda,,0,0,0
1/28/2020,Antigua and Barbuda,,0,0,0
1/29/2020,Antigua and Barbuda,,0,0,0
1/30/2020,Antigua and Barbuda,,0,0,0
1/31/2020,Antigua and Barbuda,,0,0,0
2/1/2020,Antigua and Barbuda,,0,0,0
2/2/2020,Antigua and Barbuda,,0,0,0
2/3/2020,Antigua and Barbuda,,0,0,0
2/4/2020,Antigua and Barbuda,,0,0,0
2/5/2020,Antigua and Barbuda,,0,0,0
2/6/2020,Antigua and Barbuda,,0,0,0
2/7/2020,Antigua and Barbuda,,0,0,0
2/8/2020,Antigua and Barbuda,,0,0,0
2/9/2020,Antigua and Barbuda,,0,0,0
2/10/2020,Antigua and Barbuda,,0,0,0
2/11/2020,Antigua and Barbuda,,0,0,0
2/12/2020,Antigua and Barbuda,,0,0,0
2/13/2020,Antigua and Barbuda,,0,0,0
2/14/2020,Antigua and Barbuda,,0,0,0
2/15/2020,Antigua and Barbuda,,0,0,0
2/16/2020,Antigua and Barbuda,,0,0,0
2/17/2020,Antigua and Barbuda,,0,0,0
2/18/2020,Antigua and Barbuda,,0,0,0
2/19/2020,Antigua and Barbuda,,0,0,0
2/20/2020,Antigua and Barbuda,,0,0,0
2/21/2020,Antigua and Barbuda,,0,0,0
2/22/2020,Antigua and Barbuda,,0,0,0
2/23/2020,Antigua and Barbuda,,0,0,0
2/24/2020,Antigua and Barbuda,,0,0,0
2/25/2020,Antigua and Barbuda,,0,0,0
2/26/2020,Antigua and Barbuda,,0,0,0
2/27/2020,Antigua and Barbuda,,0,0,0
2/28/2020,Antigua and Barbuda,,0,0,0
2/29/2020,Antigua and Barbuda,,0,0,0
3/1/2020,Antigua and Barbuda,,0,0,0
3/2/2020,Antigua and Barbuda,,0,0,0
3/3/2020,Antigua and Barbuda,,0,0,0
3/4/2020,Antigua and Barbuda,,0,0,0
3/5/2020,Antigua and Barbuda,,0,0,0
3/6/2020,Antigua and Barbuda,,0,0,0
3/7/2020,Antigua and Barbuda,,0,0,0
3/8/2020,Antigua and Barbuda,,0,0,0
3/9/2020,Antigua and Barbuda,,0,0,0
3/10/2020,Antigua and Barbuda,,0,0,0
3/11/2020,Antigua and Barbuda,,0,0,0
3/12/2020,Antigua and Barbuda,,0,0,0
3/13/2020,Antigua and Barbuda,,1,0,0
3/14/2020,Antigua and Barbuda,,1,0,0
3/15/2020,Antigua and Barbuda,,1,0,0
3/16/2020,Antigua and Barbuda,,1,0,0
3/17/2020,Antigua and Barbuda,,1,0,0
3/18/2020,Antigua and Barbuda,,1,0,0
3/19/2020,Antigua and Barbuda,,1,0,0
3/20/2020,Antigua and Barbuda,,1,0,0
3/21/2020,Antigua and Barbuda,,1,0,0
3/22/2020,Antigua and Barbuda,,1,0,0
3/23/2020,Antigua and Barbuda,,3,0,0
3/24/2020,Antigua and Barbuda,,3,0,0
3/25/2020,Antigua and Barbuda,,3,0,0
3/26/2020,Antigua and Barbuda,,7,0,0
3/27/2020,Antigua and Barbuda,,7,0,0
3/28/2020,Antigua and Barbuda,,7,0,0
3/29/2020,Antigua and Barbuda,,7,0,0
3/30/2020,Antigua and Barbuda,,7,0,0
3/31/2020,Antigua and Barbuda,,7,0,0
4/1/2020,Antigua and Barbuda,,7,0,0
1/22/2020,Argentina,,0,0,0
1/23/2020,Argentina,,0,0,0
1/24/2020,Argentina,,0,0,0
1/25/2020,Argentina,,0,0,0
1/26/2020,Argentina,,0,0,0
1/27/2020,Argentina,,0,0,0
1/28/2020,Argentina,,0,0,0
1/29/2020,Argentina,,0,0,0
1/30/2020,Argentina,,0,0,0
1/31/2020,Argentina,,0,0,0
2/1/2020,Argentina,,0,0,0
2/2/2020,Argentina,,0,0,0
2/3/2020,Argentina,,0,0,0
2/4/2020,Argentina,,0,0,0
2/5/2020,Argentina,,0,0,0
2/6/2020,Argentina,,0,0,0
2/7/2020,Argentina,,0,0,0
2/8/2020,Argentina,,0,0,0
2/9/2020,Argentina,,0,0,0
2/10/2020,Argentina,,0,0,0
2/11/2020,Argentina,,0,0,0
2/12/2020,Argentina,,0,0,0
2/13/2020,Argentina,,0,0,0
2/14/2020,Argentina,,0,0,0
2/15/2020,Argentina,,0,0,0
2/16/2020,Argentina,,0,0,0
2/17/2020,Argentina,,0,0,0
2/18/2020,Argentina,,0,0,0
2/19/2020,Argentina,,0,0,0
2/20/2020,Argentina,,0,0,0
2/21/2020,Argentina,,0,0,0
2/22/2020,Argentina,,0,0,0
2/23/2020,Argentina,,0,0,0
2/24/2020,Argentina,,0,0,0
2/25/2020,Argentina,,0,0,0
2/26/2020,Argentina,,0,0,0
2/27/2020,Argentina,,0,0,0
2/28/2020,Argentina,,0,0,0
2/29/2020,Argentina,,0,0,0
3/1/2020,Argentina,,0,0,0
3/2/2020,Argentina,,0,0,0
3/3/2020,Argentina,,1,0,0
3/4/2020,Argentina,,1,0,0
3/5/2020,Argentina,,1,0,0
3/6/2020,Argentina,,2,0,0
3/7/2020,Argentina,,8,0,0
3/8/2020,Argentina,,12,0,1
3/9/2020,Argentina,,12,0,1
3/10/2020,Argentina,,17,0,1
3/11/2020,Argentina,,19,0,1
3/12/2020,Argentina,,19,0,1
3/13/2020,Argentina,,31,0,2
3/14/2020,Argentina,,34,1,2
3/15/2020,Argentina,,45,1,2
3/16/2020,Argentina,,56,1,2
3/17/2020,Argentina,,68,3,2
3/18/2020,Argentina,,79,3,2
3/19/2020,Argentina,,97,3,3
3/20/2020,Argentina,,128,3,3
3/21/2020,Argentina,,158,3,4
3/22/2020,Argentina,,266,3,4
3/23/2020,Argentina,,301,3,4
3/24/2020,Argentina,,387,52,6
3/25/2020,Argentina,,387,52,8
3/26/2020,Argentina,,502,63,9
3/27/2020,Argentina,,589,72,13
3/28/2020,Argentina,,690,72,18
3/29/2020,Argentina,,745,72,19
3/30/2020,Argentina,,820,228,23
3/31/2020,Argentina,,1054,240,27
4/1/2020,Argentina,,1054,248,28
1/22/2020,Armenia,,0,0,0
1/23/2020,Armenia,,0,0,0
1/24/2020,Armenia,,0,0,0
1/25/2020,Armenia,,0,0,0
1/26/2020,Armenia,,0,0,0
1/27/2020,Armenia,,0,0,0
1/28/2020,Armenia,,0,0,0
1/29/2020,Armenia,,0,0,0
1/30/2020,Armenia,,0,0,0
1/31/2020,Armenia,,0,0,0
2/1/2020,Armenia,,0,0,0
2/2/2020,Armenia,,0,0,0
2/3/2020,Armenia,,0,0,0
2/4/2020,Armenia,,0,0,0
2/5/2020,Armenia,,0,0,0
2/6/2020,Armenia,,0,0,0
2/7/2020,Armenia,,0,0,0
2/8/2020,Armenia,,0,0,0
2/9/2020,Armenia,,0,0,0
2/10/2020,Armenia,,0,0,0
2/11/2020,Armenia,,0,0,0
2/12/2020,Armenia,,0,0,0
2/13/2020,Armenia,,0,0,0
2/14/2020,Armenia,,0,0,0
2/15/2020,Armenia,,0,0,0
2/16/2020,Armenia,,0,0,0
2/17/2020,Armenia,,0,0,0
2/18/2020,Armenia,,0,0,0
2/19/2020,Armenia,,0,0,0
2/20/2020,Armenia,,0,0,0
2/21/2020,Armenia,,0,0,0
2/22/2020,Armenia,,0,0,0
2/23/2020,Armenia,,0,0,0
2/24/2020,Armenia,,0,0,0
2/25/2020,Armenia,,0,0,0
2/26/2020,Armenia,,0,0,0
2/27/2020,Armenia,,0,0,0
2/28/2020,Armenia,,0,0,0
2/29/2020,Armenia,,0,0,0
3/1/2020,Armenia,,1,0,0
3/2/2020,Armenia,,1,0,0
3/3/2020,Armenia,,1,0,0
3/4/2020,Armenia,,1,0,0
3/5/2020,Armenia,,1,0,0
3/6/2020,Armenia,,1,0,0
3/7/2020,Armenia,,1,0,0
3/8/2020,Armenia,,1,0,0
3/9/2020,Armenia,,1,0,0
3/10/2020,Armenia,,1,0,0
3/11/2020,Armenia,,1,0,0
3/12/2020,Armenia,,4,0,0
3/13/2020,Armenia,,8,0,0
3/14/2020,Armenia,,18,0,0
3/15/2020,Armenia,,26,0,0
3/16/2020,Armenia,,52,0,0
3/17/2020,Armenia,,78,1,0
3/18/2020,Armenia,,84,1,0
3/19/2020,Armenia,,115,1,0
3/20/2020,Armenia,,136,1,0
3/21/2020,Armenia,,160,1,0
3/22/2020,Armenia,,194,2,0
3/23/2020,Armenia,,235,2,0
3/24/2020,Armenia,,249,14,0
3/25/2020,Armenia,,265,16,0
3/26/2020,Armenia,,290,18,1
3/27/2020,Armenia,,329,28,1
3/28/2020,Armenia,,407,30,1
3/29/2020,Armenia,,424,30,3
3/30/2020,Armenia,,482,30,3
3/31/2020,Armenia,,532,30,3
4/1/2020,Armenia,,571,31,4
1/22/2020,Australia,Australian Capital Territory,0,0,0
1/23/2020,Australia,Australian Capital Territory,0,0,0
1/24/2020,Australia,Australian Capital Territory,0,0,0
1/25/2020,Australia,Australian Capital Territory,0,0,0
1/26/2020,Australia,Australian Capital Territory,0,0,0
1/27/2020,Australia,Australian Capital Territory,0,0,0
1/28/2020,Australia,Australian Capital Territory,0,0,0
1/29/2020,Australia,Australian Capital Territory,0,0,0
1/30/2020,Australia,Australian Capital Territory,0,0,0
1/31/2020,Australia,Australian Capital Territory,0,0,0
2/1/2020,Australia,Australian Capital Territory,0,0,0
2/2/2020,Australia,Australian Capital Territory,0,0,0
2/3/2020,Australia,Australian Capital Territory,0,0,0
2/4/2020,Australia,Australian Capital Territory,0,0,0
2/5/2020,Australia,Australian Capital Territory,0,0,0
2/6/2020,Australia,Australian Capital Territory,0,0,0
2/7/2020,Australia,Australian Capital Territory,0,0,0
2/8/2020,Australia,Australian Capital Territory,0,0,0
2/9/2020,Australia,Australian Capital Territory,0,0,0
2/10/2020,Australia,Australian Capital Territory,0,0,0
2/11/2020,Australia,Australian Capital Territory,0,0,0
2/12/2020,Australia,Australian Capital Territory,0,0,0
2/13/2020,Australia,Australian Capital Territory,0,0,0
2/14/2020,Australia,Australian Capital Territory,0,0,0
2/15/2020,Australia,Australian Capital Territory,0,0,0
2/16/2020,Australia,Australian Capital Territory,0,0,0
2/17/2020,Australia,Australian Capital Territory,0,0,0
2/18/2020,Australia,Australian Capital Territory,0,0,0
2/19/2020,Australia,Australian Capital Territory,0,0,0
2/20/2020,Australia,Australian Capital Territory,0,0,0
2/21/2020,Australia,Australian Capital Territory,0,0,0
2/22/2020,Australia,Australian Capital Territory,0,0,0
2/23/2020,Australia,Australian Capital Territory,0,0,0
2/24/2020,Australia,Australian Capital Territory,0,0,0
2/25/2020,Australia,Australian Capital Territory,0,0,0
2/26/2020,Australia,Australian Capital Territory,0,0,0
2/27/2020,Australia,Australian Capital Territory,0,0,0
2/28/2020,Australia,Australian Capital Territory,0,0,0
2/29/2020,Australia,Australian Capital Territory,0,0,0
3/1/2020,Australia,Australian Capital Territory,0,0,0
3/2/2020,Australia,Australian Capital Territory,0,0,0
3/3/2020,Australia,Australian Capital Territory,0,0,0
3/4/2020,Australia,Australian Capital Territory,0,0,0
3/5/2020,Australia,Australian Capital Territory,0,0,0
3/6/2020,Australia,Australian Capital Territory,0,0,0
3/7/2020,Australia,Australian Capital Territory,0,0,0
3/8/2020,Australia,Australian Capital Territory,0,0,0
3/9/2020,Australia,Australian Capital Territory,0,0,0
3/10/2020,Australia,Australian Capital Territory,0,0,0
3/11/2020,Australia,Australian Capital Territory,0,0,0
3/12/2020,Australia,Australian Capital Territory,0,0,0
3/13/2020,Australia,Australian Capital Territory,1,0,0
3/14/2020,Australia,Australian Capital Territory,1,0,0
3/15/2020,Australia,Australian Capital Territory,1,0,0
3/16/2020,Australia,Australian Capital Territory,2,0,0
3/17/2020,Australia,Australian Capital Territory,2,0,0
3/18/2020,Australia,Australian Capital Territory,3,0,0
3/19/2020,Australia,Australian Capital Territory,4,0,0
3/20/2020,Australia,Australian Capital Territory,6,0,0
3/21/2020,Australia,Australian Capital Territory,9,0,0
3/22/2020,Australia,Australian Capital Territory,19,0,0
3/23/2020,Australia,Australian Capital Territory,32,0,0
3/24/2020,Australia,Australian Capital Territory,39,0,0
3/25/2020,Australia,Australian Capital Territory,39,0,0
3/26/2020,Australia,Australian Capital Territory,53,1,0
3/27/2020,Australia,Australian Capital Territory,62,1,0
3/28/2020,Australia,Australian Capital Territory,71,2,0
3/29/2020,Australia,Australian Capital Territory,77,2,0
3/30/2020,Australia,Australian Capital Territory,78,2,1
3/31/2020,Australia,Australian Capital Territory,80,3,1
4/1/2020,Australia,Australian Capital Territory,84,8,1
1/22/2020,Australia,New South Wales,0,0,0
1/23/2020,Australia,New South Wales,0,0,0
1/24/2020,Australia,New South Wales,0,0,0
1/25/2020,Australia,New South Wales,0,0,0
1/26/2020,Australia,New South Wales,3,0,0
1/27/2020,Australia,New South Wales,4,0,0
1/28/2020,Australia,New South Wales,4,0,0
1/29/2020,Australia,New South Wales,4,0,0
1/30/2020,Australia,New South Wales,4,2,0
1/31/2020,Australia,New South Wales,4,2,0
2/1/2020,Australia,New South Wales,4,2,0
2/2/2020,Australia,New South Wales,4,2,0
2/3/2020,Australia,New South Wales,4,2,0
2/4/2020,Australia,New South Wales,4,2,0
2/5/2020,Australia,New South Wales,4,2,0
2/6/2020,Australia,New South Wales,4,2,0
2/7/2020,Australia,New South Wales,4,2,0
2/8/2020,Australia,New South Wales,4,2,0
2/9/2020,Australia,New South Wales,4,2,0
2/10/2020,Australia,New South Wales,4,2,0
2/11/2020,Australia,New South Wales,4,2,0
2/12/2020,Australia,New South Wales,4,2,0
2/13/2020,Australia,New South Wales,4,4,0
2/14/2020,Australia,New South Wales,4,4,0
2/15/2020,Australia,New South Wales,4,4,0
2/16/2020,Australia,New South Wales,4,4,0
2/17/2020,Australia,New South Wales,4,4,0
2/18/2020,Australia,New South Wales,4,4,0
2/19/2020,Australia,New South Wales,4,4,0
2/20/2020,Australia,New South Wales,4,4,0
2/21/2020,Australia,New South Wales,4,4,0
2/22/2020,Australia,New South Wales,4,4,0
2/23/2020,Australia,New South Wales,4,4,0
2/24/2020,Australia,New South Wales,4,4,0
