Province_State,Country,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
Florida,US,4/1/2020 21:58,29.21227113,-82.05803627,28,0,0,0,"Marion, Florida, US"
Illinois,US,4/1/2020 21:58,38.64963204,-88.91899208,2,0,0,0,"Marion, Illinois, US"
Indiana,US,4/1/2020 21:58,39.78163624,-86.13826325,1117,21,0,0,"Marion, Indiana, US"
Kentucky,US,4/1/2020 21:58,37.55218078,-85.26898542,1,0,0,0,"Marion, Kentucky, US"
Mississippi,US,4/1/2020 21:58,31.23132643,-89.8209217,6,0,0,0,"Marion, Mississippi, US"
Ohio,US,4/1/2020 21:58,40.58610662,-83.15736305,9,0,0,0,"Marion, Ohio, US"
Oregon,US,4/1/2020 21:58,44.90287942,-122.5815117,151,3,0,0,"Marion, Oregon, US"
South Carolina,US,4/1/2020 21:58,34.07859748,-79.36400756,2,1,0,0,"Marion, South Carolina, US"
Tennessee,US,4/1/2020 21:58,35.12997174,-85.62265895,8,0,0,0,"Marion, Tennessee, US"
West Virginia,US,4/1/2020 21:58,39.50984542,-80.24244659,8,1,0,0,"Marion, West Virginia, US"
South Carolina,US,4/1/2020 21:58,34.59905577,-79.67561152,2,0,0,0,"Marlboro, South Carolina, US"
Michigan,US,4/1/2020 21:58,46.4338914,-87.64043701,4,0,0,0,"Marquette, Michigan, US"
Wisconsin,US,4/1/2020 21:58,43.81911946,-89.40073763,2,0,0,0,"Marquette, Wisconsin, US"
Alabama,US,4/1/2020 21:58,34.36975964,-86.30486727,6,0,0,0,"Marshall, Alabama, US"
Illinois,US,4/1/2020 21:58,41.0327901,-89.34510444,1,0,0,0,"Marshall, Illinois, US"
Indiana,US,4/1/2020 21:58,41.32467367,-86.26185087,3,0,0,0,"Marshall, Indiana, US"
Iowa,US,4/1/2020 21:58,42.03586837,-92.9990819,8,0,0,0,"Marshall, Iowa, US"
Kentucky,US,4/1/2020 21:58,36.8800707,-88.32803576,1,0,0,0,"Marshall, Kentucky, US"
Mississippi,US,4/1/2020 21:58,34.76216286,-89.50299462,15,0,0,0,"Marshall, Mississippi, US"
South Dakota,US,4/1/2020 21:58,45.75870838,-97.59855639,1,0,0,0,"Marshall, South Dakota, US"
Tennessee,US,4/1/2020 21:58,35.45798777,-86.76420988,1,0,0,0,"Marshall, Tennessee, US"
West Virginia,US,4/1/2020 21:58,39.86064362,-80.66591062,4,0,0,0,"Marshall, West Virginia, US"
Florida,US,4/1/2020 21:58,27.0772071,-80.43109784,29,0,0,0,"Martin, Florida, US"
Kentucky,US,4/1/2020 21:58,37.79990579,-82.51247478,1,0,0,0,"Martin, Kentucky, US"
Minnesota,US,4/1/2020 21:58,43.67429718,-94.55099908,29,2,0,0,"Martin, Minnesota, US"
North Carolina,US,4/1/2020 21:58,35.84326734,-77.10860251,3,0,0,0,"Martin, North Carolina, US"
Texas,US,4/1/2020 21:58,32.30600051,-101.9513518,1,0,0,0,"Martin, Texas, US"
Kentucky,US,4/1/2020 21:58,38.59471935,-83.82151043,1,0,0,0,"Mason, Kentucky, US"
Washington,US,4/1/2020 21:58,47.35007586,-123.1863685,6,0,0,0,"Mason, Washington, US"
West Virginia,US,4/1/2020 21:58,38.77071799,-82.02524219,3,0,0,0,"Mason, West Virginia, US"
Texas,US,4/1/2020 21:58,28.81955746,-96.01230294,27,1,0,0,"Matagorda, Texas, US"
Alaska,US,4/1/2020 21:58,62.31305045,-149.5741743,3,0,0,0,"Matanuska-Susitna,Alaska,US"
Virginia,US,4/1/2020 21:58,37.44164146,-76.34098896,2,0,0,0,"Mathews, Virginia, US"
Hawaii,US,4/1/2020 21:58,20.86399628,-156.5689097,25,0,0,0,"Maui, Hawaii, US"
Tennessee,US,4/1/2020 21:58,35.6187413,-87.07462444,17,0,0,0,"Maury, Tennessee, US"
Texas,US,4/1/2020 21:58,28.7429195,-100.3157686,1,0,0,0,"Maverick, Texas, US"
Oklahoma,US,4/1/2020 21:58,36.30179091,-95.23175116,5,1,0,0,"Mayes, Oklahoma, US"
Oklahoma,US,4/1/2020 21:58,35.01123903,-97.44572302,9,0,0,0,"McClain, Oklahoma, US"
South Dakota,US,4/1/2020 21:58,43.6742571,-97.36863144,2,0,0,0,"McCook, South Dakota, US"
Kentucky,US,4/1/2020 21:58,37.05350953,-88.70445755,8,0,0,0,"McCracken, Kentucky, US"
Kentucky,US,4/1/2020 21:58,36.73874143,-84.48102924,1,0,0,0,"McCreary, Kentucky, US"
Missouri,US,4/1/2020 21:58,36.62869595,-94.34867205,2,0,0,0,"McDonald, Missouri, US"
North Carolina,US,4/1/2020 21:58,35.67736232,-82.0482425,8,0,0,0,"McDowell, North Carolina, US"
Georgia,US,4/1/2020 21:58,33.47851918,-82.48252774,3,0,0,0,"McDuffie,Georgia,US"
Illinois,US,4/1/2020 21:58,42.32451172,-88.45248227,69,2,0,0,"McHenry, Illinois, US"
North Dakota,US,4/1/2020 21:58,48.23104458,-100.6324822,1,1,0,0,"McHenry, North Dakota, US"
Georgia,US,4/1/2020 21:58,,,1,0,0,0,"McIntosh,Georgia,US"
North Dakota,US,4/1/2020 21:58,46.11182017,-99.44145858,1,0,0,0,"McIntosh, North Dakota, US"
Pennsylvania,US,4/1/2020 21:58,41.80938602,-78.56478358,1,0,0,0,"McKean,Pennsylvania,US"
North Dakota,US,4/1/2020 21:58,47.7413337,-103.395905,1,0,0,0,"McKenzie, North Dakota, US"
New Mexico,US,4/1/2020 21:58,35.7152,-108.2378,25,0,0,0,"McKinley,New Mexico,US"
Illinois,US,4/1/2020 21:58,40.48996987,-88.84621113,18,2,0,0,"McLean, Illinois, US"
Kentucky,US,4/1/2020 21:58,37.5301951,-87.26803443,1,0,0,0,"McLean, Kentucky, US"
North Dakota,US,4/1/2020 21:58,47.60766714,-101.3182418,2,0,0,0,"McLean, North Dakota, US"
Texas,US,4/1/2020 21:58,31.55255453,-97.20217694,44,1,0,0,"McLennan, Texas, US"
Tennessee,US,4/1/2020 21:58,35.42812616,-84.61520715,3,0,0,0,"McMinn, Tennessee, US"
Tennessee,US,4/1/2020 21:58,35.17468549,-88.5647812,1,0,0,0,"McNairy, Tennessee, US"
Kansas,US,4/1/2020 21:58,38.39184858,-97.64769869,5,0,0,0,"McPherson, Kansas, US"
South Dakota,US,4/1/2020 21:58,44.56676791,-102.7162741,1,0,0,0,"Meade, South Dakota, US"
Montana,US,4/1/2020 21:58,46.59907074,-110.8898557,1,0,0,0,"Meagher, Montana, US"
North Carolina,US,4/1/2020 21:58,35.24469268,-80.8317671,444,1,0,0,"Mecklenburg, North Carolina, US"
Virginia,US,4/1/2020 21:58,36.67882005,-78.36131056,4,0,0,0,"Mecklenburg, Virginia, US"
Michigan,US,4/1/2020 21:58,43.64064262,-85.32463223,3,1,0,0,"Mecosta, Michigan, US"
Ohio,US,4/1/2020 21:58,41.11770589,-81.8998621,59,1,0,0,"Medina, Ohio, US"
Texas,US,4/1/2020 21:58,29.3557301,-99.11030298,3,0,0,0,"Medina, Texas, US"
Minnesota,US,4/1/2020 21:58,45.12328869,-94.52839455,1,0,0,0,"Meeker, Minnesota, US"
Tennessee,US,4/1/2020 21:58,35.51558739,-84.81482914,1,0,0,0,"Meigs, Tennessee, US"
Illinois,US,4/1/2020 21:58,40.02742725,-89.80246001,0,0,0,0,"Menard, Illinois, US"
California,US,4/1/2020 21:58,39.4381191,-123.3911313,4,0,0,0,"Mendocino, California, US"
Kentucky,US,4/1/2020 21:58,37.94090733,-83.59985712,2,0,0,0,"Menifee, Kentucky, US"
California,US,4/1/2020 21:58,37.18922369,-120.7209035,10,0,0,0,"Merced, California, US"
Kentucky,US,4/1/2020 21:58,37.81474237,-84.87488475,2,0,0,0,"Mercer, Kentucky, US"
New Jersey,US,4/1/2020 21:58,40.28047017,-74.70479631,333,3,0,0,"Mercer, New Jersey, US"
North Dakota,US,4/1/2020 21:58,47.31213126,-101.8318399,0,0,0,0,"Mercer, North Dakota, US"
Ohio,US,4/1/2020 21:58,40.54043046,-84.62912742,4,0,0,0,"Mercer, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,41.30248872,-80.25816981,8,0,0,0,"Mercer, Pennsylvania, US"
West Virginia,US,4/1/2020 21:58,37.40481169,-81.11023142,2,0,0,0,"Mercer, West Virginia, US"
Georgia,US,4/1/2020 21:58,33.04163534,-84.68859732,7,0,0,0,"Meriwether, Georgia, US"
New Hampshire,US,4/1/2020 21:58,43.29662971,-71.6811573,27,0,0,0,"Merrimack, New Hampshire, US"
Colorado,US,4/1/2020 21:58,39.01787888,-108.469799,16,0,0,0,"Mesa, Colorado, US"
Indiana,US,4/1/2020 21:58,40.76940965,-86.04525048,3,0,0,0,"Miami, Indiana, US"
Ohio,US,4/1/2020 21:58,40.0543329,-84.22871271,60,6,0,0,"Miami, Ohio, US"
Florida,US,4/1/2020 21:58,25.6112362,-80.55170587,2202,7,0,0,"Miami-Dade, Florida, US"
Connecticut,US,4/1/2020 21:58,41.45949668,-72.53714864,66,2,0,0,"Middlesex, Connecticut, US"
Massachusetts,US,4/1/2020 21:58,42.48607732,-71.39049229,1582,20,0,0,"Middlesex, Massachusetts, US"
New Jersey,US,4/1/2020 21:58,40.43629879,-74.41426991,1493,27,0,0,"Middlesex, New Jersey, US"
Michigan,US,4/1/2020 21:58,43.64330771,-84.38804374,12,0,0,0,"Midland, Michigan, US"
Texas,US,4/1/2020 21:58,31.86904128,-102.0315682,16,1,0,0,"Midland, Texas, US"
Pennsylvania,US,4/1/2020 21:58,40.61116939,-77.61070738,1,0,0,0,"Mifflin, Pennsylvania, US"
Texas,US,4/1/2020 21:58,30.7858183,-96.97718698,2,0,0,0,"Milam, Texas, US"
Arkansas,US,4/1/2020 21:58,33.31403423,-93.89285258,1,0,0,0,"Miller, Arkansas, US"
Georgia,US,4/1/2020 21:58,31.16568912,-84.73151117,4,0,0,0,"Miller, Georgia, US"
Wisconsin,US,4/1/2020 21:58,43.00486062,-87.96733172,780,12,0,0,"Milwaukee, Wisconsin, US"
Colorado,US,4/1/2020 21:58,37.66954283,-106.9281698,2,0,0,0,"Mineral, Colorado, US"
Idaho,US,4/1/2020 21:58,42.85518524,-113.6357257,1,0,0,0,"Minidoka, Idaho, US"
South Dakota,US,4/1/2020 21:58,43.67441641,-96.7910885,40,0,0,0,"Minnehaha, South Dakota, US"
Michigan,US,4/1/2020 21:58,44.33772443,-85.09256478,1,1,0,0,"Missaukee, Michigan, US"
Montana,US,4/1/2020 21:58,47.03728583,-113.9213508,14,0,0,0,"Missoula, Montana, US"
Georgia,US,4/1/2020 21:58,31.22483255,-84.19381821,38,1,0,0,"Mitchell, Georgia, US"
Iowa,US,4/1/2020 21:58,43.35638371,-92.78887719,2,0,0,0,"Mitchell, Iowa, US"
Kansas,US,4/1/2020 21:58,39.39331582,-98.20906732,2,0,0,0,"Mitchell, Kansas, US"
North Carolina,US,4/1/2020 21:58,36.01059309,-82.1582442,1,0,0,0,"Mitchell, North Carolina, US"
Alabama,US,4/1/2020 21:58,30.78472347,-88.20842409,56,3,0,0,"Mobile, Alabama, US"
Colorado,US,4/1/2020 21:58,40.61810999,-108.2070876,4,0,0,0,"Moffat, Colorado, US"
Arizona,US,4/1/2020 21:58,35.70471703,-113.7577902,7,0,0,0,"Mohave, Arizona, US"
Missouri,US,4/1/2020 21:58,38.63571781,-92.57976951,2,0,0,0,"Moniteau, Missouri, US"
New Jersey,US,4/1/2020 21:58,40.26549699,-74.22240686,1301,24,0,0,"Monmouth, New Jersey, US"
California,US,4/1/2020 21:58,37.93899289,-118.8872409,13,1,0,0,"Mono, California, US"
Iowa,US,4/1/2020 21:58,42.05220391,-95.95743843,5,0,0,0,"Monona, Iowa, US"
West Virginia,US,4/1/2020 21:58,39.63218457,-80.04766838,32,0,0,0,"Monongalia, West Virginia, US"
Alabama,US,4/1/2020 21:58,31.56729412,-87.36995001,1,0,0,0,"Monroe, Alabama, US"
Florida,US,4/1/2020 21:58,25.20904673,-81.07812416,27,0,0,0,"Monroe, Florida, US"
Georgia,US,4/1/2020 21:58,33.014289,-83.92097166,6,0,0,0,"Monroe, Georgia, US"
Illinois,US,4/1/2020 21:58,38.27594376,-90.17761038,3,0,0,0,"Monroe, Illinois, US"
Indiana,US,4/1/2020 21:58,39.16130004,-86.52414358,33,0,0,0,"Monroe, Indiana, US"
Michigan,US,4/1/2020 21:58,41.92734151,-83.53749864,58,0,0,0,"Monroe, Michigan, US"
Mississippi,US,4/1/2020 21:58,33.89236763,-88.4808438,7,0,0,0,"Monroe, Mississippi, US"
New York,US,4/1/2020 21:58,43.14638895,-77.69322942,349,9,0,0,"Monroe, New York, US"
Pennsylvania,US,4/1/2020 21:58,41.05934058,-75.34031025,278,8,0,0,"Monroe, Pennsylvania, US"
Tennessee,US,4/1/2020 21:58,35.44550387,-84.24902965,5,0,0,0,"Monroe, Tennessee, US"
Wisconsin,US,4/1/2020 21:58,43.94641218,-90.618819,2,0,0,0,"Monroe, Wisconsin, US"
Texas,US,4/1/2020 21:58,33.67521893,-97.72500958,1,0,0,0,"Montague, Texas, US"
Michigan,US,4/1/2020 21:58,43.31082541,-85.15252824,10,0,0,0,"Montcalm, Michigan, US"
California,US,4/1/2020 21:58,36.21862405,-121.2413397,42,1,0,0,"Monterey, California, US"
Colorado,US,4/1/2020 21:58,37.33859579,-108.5958857,1,0,0,0,"Montezuma, Colorado, US"
Alabama,US,4/1/2020 21:58,32.2206831,-86.20969272,35,1,0,0,"Montgomery, Alabama, US"
Illinois,US,4/1/2020 21:58,39.23198845,-89.47809254,2,0,0,0,"Montgomery, Illinois, US"
Indiana,US,4/1/2020 21:58,40.04034823,-86.89335024,6,0,0,0,"Montgomery, Indiana, US"
Iowa,US,4/1/2020 21:58,41.03018714,-95.15642896,1,0,0,0,"Montgomery, Iowa, US"
Kansas,US,4/1/2020 21:58,37.19236568,-95.74329258,6,0,0,0,"Montgomery, Kansas, US"
Kentucky,US,4/1/2020 21:58,38.03253032,-83.9145241,2,0,0,0,"Montgomery, Kentucky, US"
Maryland,US,4/1/2020 21:58,39.13676329,-77.20358245,447,1,0,0,"Montgomery, Maryland, US"
Mississippi,US,4/1/2020 21:58,33.49419589,-89.61729103,8,1,0,0,"Montgomery, Mississippi, US"
Missouri,US,4/1/2020 21:58,38.94022054,-91.47000721,2,0,0,0,"Montgomery, Missouri, US"
New York,US,4/1/2020 21:58,42.90123494,-74.44011632,7,0,0,0,"Montgomery, New York, US"
North Carolina,US,4/1/2020 21:58,35.33155144,-79.90416657,5,1,0,0,"Montgomery, North Carolina, US"
Ohio,US,4/1/2020 21:58,39.75394919,-84.29050975,41,1,0,0,"Montgomery, Ohio, US"
Pennsylvania,US,4/1/2020 21:58,40.21053671,-75.36652296,649,8,0,0,"Montgomery, Pennsylvania, US"
Tennessee,US,4/1/2020 21:58,36.49609412,-87.38550661,27,0,0,0,"Montgomery, Tennessee, US"
Texas,US,4/1/2020 21:58,30.30079133,-95.50572772,110,2,0,0,"Montgomery, Texas, US"
Virginia,US,4/1/2020 21:58,37.17746986,-80.37868691,1,0,0,0,"Montgomery, Virginia, US"
Pennsylvania,US,4/1/2020 21:58,41.03023987,-76.66345939,13,0,0,0,"Montour, Pennsylvania, US"
Colorado,US,4/1/2020 21:58,38.40214114,-108.2639022,13,0,0,0,"Montrose, Colorado, US"
North Carolina,US,4/1/2020 21:58,35.30885257,-79.48474178,8,0,0,0,"Moore, North Carolina, US"
Texas,US,4/1/2020 21:58,35.83769242,-101.8930281,1,0,0,0,"Moore, Texas, US"
Louisiana,US,4/1/2020 21:58,32.81686191,-91.80421614,2,0,0,0,"Morehouse, Louisiana, US"
Alabama,US,4/1/2020 21:58,34.45500589,-86.85475946,19,0,0,0,"Morgan, Alabama, US"
Colorado,US,4/1/2020 21:58,40.2627981,-103.8093302,4,0,0,0,"Morgan, Colorado, US"
Georgia,US,4/1/2020 21:58,33.59232073,-83.49129491,2,0,0,0,"Morgan, Georgia, US"
Illinois,US,4/1/2020 21:58,39.71654544,-90.20255104,5,1,0,0,"Morgan, Illinois, US"
Indiana,US,4/1/2020 21:58,39.47899078,-86.44573375,41,1,0,0,"Morgan, Indiana, US"
Missouri,US,4/1/2020 21:58,38.4181765,-92.88791859,1,0,0,0,"Morgan, Missouri, US"
Tennessee,US,4/1/2020 21:58,36.13248031,-84.64880098,1,0,0,0,"Morgan, Tennessee, US"
West Virginia,US,4/1/2020 21:58,39.55439028,-78.26311676,1,0,0,0,"Morgan, West Virginia, US"
Kansas,US,4/1/2020 21:58,38.68827511,-96.65128437,2,0,0,0,"Morris, Kansas, US"
New Jersey,US,4/1/2020 21:58,40.86095313,-74.5455371,942,25,0,0,"Morris, New Jersey, US"
Texas,US,4/1/2020 21:58,33.11304005,-94.73255695,1,0,0,0,"Morris, Texas, US"
Ohio,US,4/1/2020 21:58,40.5236356,-82.7892599,1,0,0,0,"Morrow, Ohio, US"
Oregon,US,4/1/2020 21:58,45.41846568,-119.584546,1,0,0,0,"Morrow, Oregon, US"
North Dakota,US,4/1/2020 21:58,46.71681782,-101.2822377,14,1,0,0,"Morton, North Dakota, US"
North Dakota,US,4/1/2020 21:58,48.20197971,-102.3555315,6,0,0,0,"Mountrail, North Dakota, US"
Minnesota,US,4/1/2020 21:58,43.67142874,-92.75234549,14,0,0,0,"Mower, Minnesota, US"
Kentucky,US,4/1/2020 21:58,37.21425819,-87.14632053,10,0,0,0,"Muhlenberg, Kentucky, US"
Oregon,US,4/1/2020 21:58,45.54747959,-122.4169351,134,3,0,0,"Multnomah, Oregon, US"
Georgia,US,4/1/2020 21:58,34.78897608,-84.74993177,5,0,0,0,"Murray, Georgia, US"
Iowa,US,4/1/2020 21:58,41.48370744,-91.1121697,18,0,0,0,"Muscatine, Iowa, US"
Georgia,US,4/1/2020 21:58,32.50931999,-84.87142262,21,0,0,0,"Muscogee, Georgia, US"
Michigan,US,4/1/2020 21:58,43.29123859,-86.15176712,18,2,0,0,"Muskegon, Michigan, US"
Ohio,US,4/1/2020 21:58,39.96575964,-81.94363275,2,0,0,0,"Muskingum, Ohio, US"
Oklahoma,US,4/1/2020 21:58,35.61318461,-95.37802952,13,1,0,0,"Muskogee, Oklahoma, US"
Montana,US,4/1/2020 21:58,46.49684637,-108.39498,1,0,0,0,"Musselshell, Montana, US"
Texas,US,4/1/2020 21:58,31.62017125,-94.61803994,4,0,0,0,"Nacogdoches, Texas, US"
California,US,4/1/2020 21:58,38.50735751,-122.332839,15,0,0,0,"Napa, California, US"
North Carolina,US,4/1/2020 21:58,35.96575634,-77.98422508,11,0,0,0,"Nash, North Carolina, US"
New Hampshire,US,4/1/2020 21:58,42.7654,-71.4676,5,0,0,0,"Nashua,New Hampshire,US"
Florida,US,4/1/2020 21:58,30.61037141,-81.80297522,11,0,0,0,"Nassau, Florida, US"
New York,US,4/1/2020 21:58,40.74066522,-73.58941873,9554,76,0,0,"Nassau, New York, US"
Louisiana,US,4/1/2020 21:58,31.72321584,-93.09816516,2,0,0,0,"Natchitoches, Louisiana, US"
Wyoming,US,4/1/2020 21:58,42.96180148,-106.797885,15,0,0,0,"Natrona, Wyoming, US"
Arizona,US,4/1/2020 21:58,35.402,-110.1403,171,0,0,0,"Navajo,Arizona,US"
Texas,US,4/1/2020 21:58,32.04620681,-96.47428766,4,0,0,0,"Navarro, Texas, US"
Kentucky,US,4/1/2020 21:58,37.80335779,-85.4657193,3,0,0,0,"Nelson, Kentucky, US"
Virginia,US,4/1/2020 21:58,37.78790447,-78.88498513,2,0,0,0,"Nelson, Virginia, US"
Nebraska,US,4/1/2020 21:58,40.38514847,-95.85433992,1,0,0,0,"Nemaha, Nebraska, US"
Kansas,US,4/1/2020 21:58,37.55862897,-95.30670046,1,0,0,0,"Neosho, Kansas, US"
Mississippi,US,4/1/2020 21:58,32.75339664,-89.11726492,5,0,0,0,"Neshoba, Mississippi, US"
Arkansas,US,4/1/2020 21:58,33.66340119,-93.30632432,1,0,0,0,"Nevada, Arkansas, US"
California,US,4/1/2020 21:58,39.30394768,-120.7627281,26,0,0,0,"Nevada, California, US"
Delaware,US,4/1/2020 21:58,39.57992638,-75.64054974,226,5,0,0,"New Castle, Delaware, US"
North Carolina,US,4/1/2020 21:58,34.25758282,-77.87075626,34,0,0,0,"New Hanover, North Carolina, US"
Connecticut,US,4/1/2020 21:58,41.4080325,-72.93620426,611,15,0,0,"New Haven, Connecticut, US"
Virginia,US,4/1/2020 21:58,37.50694406,-76.99828634,1,0,0,0,"New Kent, Virginia, US"
Connecticut,US,4/1/2020 21:58,41.48896435,-72.10430976,29,1,0,0,"New London, Connecticut, US"
New York,US,4/1/2020 21:58,40.7672726,-73.97152637,47439,1139,0,0,"New York City, New York, US"
Michigan,US,4/1/2020 21:58,43.554374,-85.80070107,1,0,0,0,"Newaygo, Michigan, US"
South Carolina,US,4/1/2020 21:58,34.28629098,-81.59935761,2,0,0,0,"Newberry, South Carolina, US"
Rhode Island,US,4/1/2020 21:58,41.5642026,-71.26569799,23,0,0,0,"Newport, Rhode Island, US"
Virginia,US,4/1/2020 21:58,37.08166899,-76.51754109,29,1,0,0,"Newport News, Virginia, US"
Arkansas,US,4/1/2020 21:58,35.91947491,-93.21612969,1,0,0,0,"Newton, Arkansas, US"
Georgia,US,4/1/2020 21:58,33.55514538,-83.8454714,32,0,0,0,"Newton, Georgia, US"
Indiana,US,4/1/2020 21:58,40.95610449,-87.39635768,1,0,0,0,"Newton, Indiana, US"
Mississippi,US,4/1/2020 21:58,32.40021118,-89.11843336,2,0,0,0,"Newton, Mississippi, US"
Missouri,US,4/1/2020 21:58,36.90519407,-94.3394104,5,0,0,0,"Newton, Missouri, US"
Texas,US,4/1/2020 21:58,30.78548982,-93.74408813,1,0,0,0,"Newton, Texas, US"
Idaho,US,4/1/2020 21:58,46.32638236,-116.7500975,9,2,0,0,"Nez Perce, Idaho, US"
New York,US,4/1/2020 21:58,43.19898042,-78.74777412,46,0,0,0,"Niagara, New York, US"
Kentucky,US,4/1/2020 21:58,38.33342292,-84.01889177,1,0,0,0,"Nicholas, Kentucky, US"
Minnesota,US,4/1/2020 21:58,44.35291112,-94.24710352,3,0,0,0,"Nicollet, Minnesota, US"
Indiana,US,4/1/2020 21:58,41.39672484,-85.41966713,3,0,0,0,"Noble, Indiana, US"
Oklahoma,US,4/1/2020 21:58,36.38953329,-97.22928674,5,0,0,0,"Noble, Oklahoma, US"
Massachusetts,US,4/1/2020 21:58,42.16073095,-71.20530408,829,15,0,0,"Norfolk, Massachusetts, US"
Virginia,US,4/1/2020 21:58,36.89934014,-76.26420872,33,0,0,0,"Norfolk, Virginia, US"
North Carolina,US,4/1/2020 21:58,36.41736238,-77.39769443,30,1,0,0,"Northampton, North Carolina, US"
Pennsylvania,US,4/1/2020 21:58,40.75182733,-75.30471829,312,5,0,0,"Northampton, Pennsylvania, US"
Virginia,US,4/1/2020 21:58,37.34062933,-75.87751591,1,0,0,0,"Northampton, Virginia, US"
Pennsylvania,US,4/1/2020 21:58,40.84785433,-76.70798222,6,0,0,0,"Northumberland, Pennsylvania, US"
Virginia,US,4/1/2020 21:58,37.89202088,-76.41949732,3,0,0,0,"Northumberland, Virginia, US"
Virginia,US,4/1/2020 21:58,37.1435975,-78.05065922,1,0,0,0,"Nottoway, Virginia, US"
Oklahoma,US,4/1/2020 21:58,36.79843529,-95.61902331,5,0,0,0,"Nowata, Oklahoma, US"
Mississippi,US,4/1/2020 21:58,33.11009499,-88.56949061,3,0,0,0,"Noxubee, Mississippi, US"
Texas,US,4/1/2020 21:58,27.736286,-97.5433285,34,0,0,0,"Nueces, Texas, US"
Nevada,US,4/1/2020 21:58,38.04264256,-116.4722702,4,0,0,0,"Nye, Nevada, US"
Michigan,US,4/1/2020 21:58,42.66090111,-83.38595416,1910,99,0,0,"Oakland, Michigan, US"
Tennessee,US,4/1/2020 21:58,36.35732446,-89.14921589,2,0,0,0,"Obion, Tennessee, US"
New Jersey,US,4/1/2020 21:58,39.8895449,-74.28089251,1209,23,0,0,"Ocean, New Jersey, US"
Michigan,US,4/1/2020 21:58,43.64124435,-86.26726673,2,0,0,0,"Oceana, Michigan, US"
Georgia,US,4/1/2020 21:58,33.83749973,-83.43679568,17,0,0,0,"Oconee, Georgia, US"
South Carolina,US,4/1/2020 21:58,34.75225169,-83.06742317,5,0,0,0,"Oconee, South Carolina, US"
Wisconsin,US,4/1/2020 21:58,45.02715345,-88.26807503,1,0,0,0,"Oconto, Wisconsin, US"
Michigan,US,4/1/2020 21:58,44.33481032,-84.12725175,1,0,0,0,"Ogemaw, Michigan, US"
Illinois,US,4/1/2020 21:58,42.04165196,-89.32184679,1,0,0,0,"Ogle, Illinois, US"
Georgia,US,4/1/2020 21:58,33.8786296,-83.08278123,1,0,0,0,"Oglethorpe, Georgia, US"
Indiana,US,4/1/2020 21:58,38.955305,-84.96515993,1,0,0,0,"Ohio, Indiana, US"
West Virginia,US,4/1/2020 21:58,40.0955451,-80.62203992,11,0,0,0,"Ohio, West Virginia, US"
Florida,US,4/1/2020 21:58,30.69143028,-86.59267105,39,1,0,0,"Okaloosa, Florida, US"
Washington,US,4/1/2020 21:58,48.54855019,-119.7387224,3,0,0,0,"Okanogan, Washington, US"
Oklahoma,US,4/1/2020 21:58,35.55140095,-97.40716948,192,10,0,0,"Oklahoma, Oklahoma, US"
Oklahoma,US,4/1/2020 21:58,35.64661916,-95.96432828,4,0,0,0,"Okmulgee, Oklahoma, US"
Mississippi,US,4/1/2020 21:58,33.42491685,-88.87905132,18,0,0,0,"Oktibbeha, Mississippi, US"
Kentucky,US,4/1/2020 21:58,38.39791089,-85.448222,6,0,0,0,"Oldham, Kentucky, US"
Texas,US,4/1/2020 21:58,35.40425596,-102.6027606,2,1,0,0,"Oldham, Texas, US"
North Dakota,US,4/1/2020 21:58,47.11530482,-101.3406158,1,0,0,0,"Oliver, North Dakota, US"
Minnesota,US,4/1/2020 21:58,44.00374114,-92.40209944,61,0,0,0,"Olmsted, Minnesota, US"
New York,US,4/1/2020 21:58,43.24375382,-75.43710392,50,1,0,0,"Oneida, New York, US"
Wisconsin,US,4/1/2020 21:58,45.70677897,-89.51944105,3,0,0,0,"Oneida, Wisconsin, US"
New York,US,4/1/2020 21:58,43.00491923,-76.19971155,277,1,0,0,"Onondaga, New York, US"
North Carolina,US,4/1/2020 21:58,34.72607366,-77.42908179,7,1,0,0,"Onslow, North Carolina, US"
New York,US,4/1/2020 21:58,42.85145728,-77.30874425,24,0,0,0,"Ontario, New York, US"
California,US,4/1/2020 21:58,33.70147516,-117.7645998,606,10,0,0,"Orange, California, US"
Florida,US,4/1/2020 21:58,28.51367621,-81.31799498,392,4,0,0,"Orange, Florida, US"
Indiana,US,4/1/2020 21:58,38.5411892,-86.49523093,3,0,0,0,"Orange, Indiana, US"
New York,US,4/1/2020 21:58,41.40337468,-74.30240757,1756,19,0,0,"Orange, New York, US"
North Carolina,US,4/1/2020 21:58,36.06092947,-79.12167935,34,0,0,0,"Orange, North Carolina, US"
Texas,US,4/1/2020 21:58,30.11879481,-93.89412775,7,0,0,0,"Orange, Texas, US"
Vermont,US,4/1/2020 21:58,44.00470222,-72.37640104,4,0,0,0,"Orange, Vermont, US"
Virginia,US,4/1/2020 21:58,38.24530219,-78.015604,4,0,0,0,"Orange, Virginia, US"
South Carolina,US,4/1/2020 21:58,33.4391073,-80.79886287,24,0,0,0,"Orangeburg, South Carolina, US"
Louisiana,US,4/1/2020 21:58,30.06971951,-89.92660315,2270,115,0,0,"Orleans, Louisiana, US"
New York,US,4/1/2020 21:58,43.2516977,-78.2320066,6,0,0,0,"Orleans, New York, US"
