Date,Country,Confirmed
3/16/2020,Latvia,34
3/17/2020,Latvia,49
3/18/2020,Latvia,71
3/19/2020,Latvia,86
3/2/2020,Latvia,1
3/20/2020,Latvia,111
3/21/2020,Latvia,124
3/22/2020,Latvia,139
3/23/2020,Latvia,180
3/24/2020,Latvia,197
3/25/2020,Latvia,221
3/26/2020,Latvia,244
3/27/2020,Latvia,280
3/28/2020,Latvia,305
3/29/2020,Latvia,347
3/3/2020,Latvia,1
3/30/2020,Latvia,376
3/31/2020,Latvia,398
3/4/2020,Latvia,1
3/5/2020,Latvia,1
3/6/2020,Latvia,1
3/7/2020,Latvia,1
3/8/2020,Latvia,2
3/9/2020,Latvia,6
4/1/2020,Latvia,446
1/22/2020,Lebanon,0
1/23/2020,Lebanon,0
1/24/2020,Lebanon,0
1/25/2020,Lebanon,0
1/26/2020,Lebanon,0
1/27/2020,Lebanon,0
1/28/2020,Lebanon,0
1/29/2020,Lebanon,0
1/30/2020,Lebanon,0
1/31/2020,Lebanon,0
2/1/2020,Lebanon,0
2/10/2020,Lebanon,0
2/11/2020,Lebanon,0
2/12/2020,Lebanon,0
2/13/2020,Lebanon,0
2/14/2020,Lebanon,0
2/15/2020,Lebanon,0
2/16/2020,Lebanon,0
2/17/2020,Lebanon,0
2/18/2020,Lebanon,0
2/19/2020,Lebanon,0
2/2/2020,Lebanon,0
2/20/2020,Lebanon,0
2/21/2020,Lebanon,1
2/22/2020,Lebanon,1
2/23/2020,Lebanon,1
2/24/2020,Lebanon,1
2/25/2020,Lebanon,1
2/26/2020,Lebanon,2
2/27/2020,Lebanon,2
2/28/2020,Lebanon,2
2/29/2020,Lebanon,4
2/3/2020,Lebanon,0
2/4/2020,Lebanon,0
2/5/2020,Lebanon,0
2/6/2020,Lebanon,0
2/7/2020,Lebanon,0
2/8/2020,Lebanon,0
2/9/2020,Lebanon,0
3/1/2020,Lebanon,10
3/10/2020,Lebanon,41
3/11/2020,Lebanon,61
3/12/2020,Lebanon,61
3/13/2020,Lebanon,77
3/14/2020,Lebanon,93
3/15/2020,Lebanon,110
3/16/2020,Lebanon,110
3/17/2020,Lebanon,120
3/18/2020,Lebanon,133
3/19/2020,Lebanon,157
3/2/2020,Lebanon,13
3/20/2020,Lebanon,163
3/21/2020,Lebanon,187
3/22/2020,Lebanon,248
3/23/2020,Lebanon,267
3/24/2020,Lebanon,318
3/25/2020,Lebanon,333
3/26/2020,Lebanon,368
3/27/2020,Lebanon,391
3/28/2020,Lebanon,412
3/29/2020,Lebanon,438
3/3/2020,Lebanon,13
3/30/2020,Lebanon,446
3/31/2020,Lebanon,470
3/4/2020,Lebanon,13
3/5/2020,Lebanon,16
3/6/2020,Lebanon,22
3/7/2020,Lebanon,22
3/8/2020,Lebanon,32
3/9/2020,Lebanon,32
4/1/2020,Lebanon,479
1/22/2020,Liberia,0
1/23/2020,Liberia,0
1/24/2020,Liberia,0
1/25/2020,Liberia,0
1/26/2020,Liberia,0
1/27/2020,Liberia,0
1/28/2020,Liberia,0
1/29/2020,Liberia,0
1/30/2020,Liberia,0
1/31/2020,Liberia,0
2/1/2020,Liberia,0
2/10/2020,Liberia,0
2/11/2020,Liberia,0
2/12/2020,Liberia,0
2/13/2020,Liberia,0
2/14/2020,Liberia,0
2/15/2020,Liberia,0
2/16/2020,Liberia,0
2/17/2020,Liberia,0
2/18/2020,Liberia,0
2/19/2020,Liberia,0
2/2/2020,Liberia,0
2/20/2020,Liberia,0
2/21/2020,Liberia,0
2/22/2020,Liberia,0
2/23/2020,Liberia,0
2/24/2020,Liberia,0
2/25/2020,Liberia,0
2/26/2020,Liberia,0
2/27/2020,Liberia,0
2/28/2020,Liberia,0
2/29/2020,Liberia,0
2/3/2020,Liberia,0
2/4/2020,Liberia,0
2/5/2020,Liberia,0
2/6/2020,Liberia,0
2/7/2020,Liberia,0
2/8/2020,Liberia,0
2/9/2020,Liberia,0
3/1/2020,Liberia,0
3/10/2020,Liberia,0
3/11/2020,Liberia,0
3/12/2020,Liberia,0
3/13/2020,Liberia,0
3/14/2020,Liberia,0
3/15/2020,Liberia,0
3/16/2020,Liberia,1
3/17/2020,Liberia,1
3/18/2020,Liberia,2
3/19/2020,Liberia,2
3/2/2020,Liberia,0
3/20/2020,Liberia,2
3/21/2020,Liberia,3
3/22/2020,Liberia,3
3/23/2020,Liberia,3
3/24/2020,Liberia,3
3/25/2020,Liberia,3
3/26/2020,Liberia,3
3/27/2020,Liberia,3
3/28/2020,Liberia,3
3/29/2020,Liberia,3
3/3/2020,Liberia,0
3/30/2020,Liberia,3
3/31/2020,Liberia,3
3/4/2020,Liberia,0
3/5/2020,Liberia,0
3/6/2020,Liberia,0
3/7/2020,Liberia,0
3/8/2020,Liberia,0
3/9/2020,Liberia,0
4/1/2020,Liberia,6
1/22/2020,Liechtenstein,0
1/23/2020,Liechtenstein,0
1/24/2020,Liechtenstein,0
1/25/2020,Liechtenstein,0
1/26/2020,Liechtenstein,0
1/27/2020,Liechtenstein,0
1/28/2020,Liechtenstein,0
1/29/2020,Liechtenstein,0
1/30/2020,Liechtenstein,0
1/31/2020,Liechtenstein,0
2/1/2020,Liechtenstein,0
2/10/2020,Liechtenstein,0
2/11/2020,Liechtenstein,0
2/12/2020,Liechtenstein,0
2/13/2020,Liechtenstein,0
2/14/2020,Liechtenstein,0
2/15/2020,Liechtenstein,0
2/16/2020,Liechtenstein,0
2/17/2020,Liechtenstein,0
2/18/2020,Liechtenstein,0
2/19/2020,Liechtenstein,0
2/2/2020,Liechtenstein,0
2/20/2020,Liechtenstein,0
2/21/2020,Liechtenstein,0
2/22/2020,Liechtenstein,0
2/23/2020,Liechtenstein,0
2/24/2020,Liechtenstein,0
2/25/2020,Liechtenstein,0
2/26/2020,Liechtenstein,0
2/27/2020,Liechtenstein,0
2/28/2020,Liechtenstein,0
2/29/2020,Liechtenstein,0
2/3/2020,Liechtenstein,0
2/4/2020,Liechtenstein,0
2/5/2020,Liechtenstein,0
2/6/2020,Liechtenstein,0
2/7/2020,Liechtenstein,0
2/8/2020,Liechtenstein,0
2/9/2020,Liechtenstein,0
3/1/2020,Liechtenstein,0
3/10/2020,Liechtenstein,1
3/11/2020,Liechtenstein,1
3/12/2020,Liechtenstein,1
3/13/2020,Liechtenstein,1
3/14/2020,Liechtenstein,4
3/15/2020,Liechtenstein,4
3/16/2020,Liechtenstein,4
3/17/2020,Liechtenstein,7
3/18/2020,Liechtenstein,28
3/19/2020,Liechtenstein,28
3/2/2020,Liechtenstein,0
3/20/2020,Liechtenstein,28
3/21/2020,Liechtenstein,37
3/22/2020,Liechtenstein,37
3/23/2020,Liechtenstein,51
3/24/2020,Liechtenstein,51
3/25/2020,Liechtenstein,51
3/26/2020,Liechtenstein,56
3/27/2020,Liechtenstein,56
3/28/2020,Liechtenstein,56
3/29/2020,Liechtenstein,56
3/3/2020,Liechtenstein,0
3/30/2020,Liechtenstein,62
3/31/2020,Liechtenstein,68
3/4/2020,Liechtenstein,1
3/5/2020,Liechtenstein,1
3/6/2020,Liechtenstein,1
3/7/2020,Liechtenstein,1
3/8/2020,Liechtenstein,1
3/9/2020,Liechtenstein,1
4/1/2020,Liechtenstein,68
1/22/2020,Lithuania,0
1/23/2020,Lithuania,0
1/24/2020,Lithuania,0
1/25/2020,Lithuania,0
1/26/2020,Lithuania,0
1/27/2020,Lithuania,0
1/28/2020,Lithuania,0
1/29/2020,Lithuania,0
1/30/2020,Lithuania,0
1/31/2020,Lithuania,0
2/1/2020,Lithuania,0
2/10/2020,Lithuania,0
2/11/2020,Lithuania,0
2/12/2020,Lithuania,0
2/13/2020,Lithuania,0
2/14/2020,Lithuania,0
2/15/2020,Lithuania,0
2/16/2020,Lithuania,0
2/17/2020,Lithuania,0
2/18/2020,Lithuania,0
2/19/2020,Lithuania,0
2/2/2020,Lithuania,0
2/20/2020,Lithuania,0
2/21/2020,Lithuania,0
2/22/2020,Lithuania,0
2/23/2020,Lithuania,0
2/24/2020,Lithuania,0
2/25/2020,Lithuania,0
2/26/2020,Lithuania,0
2/27/2020,Lithuania,0
2/28/2020,Lithuania,1
2/29/2020,Lithuania,1
2/3/2020,Lithuania,0
2/4/2020,Lithuania,0
2/5/2020,Lithuania,0
2/6/2020,Lithuania,0
2/7/2020,Lithuania,0
2/8/2020,Lithuania,0
2/9/2020,Lithuania,0
3/1/2020,Lithuania,1
3/10/2020,Lithuania,1
3/11/2020,Lithuania,3
3/12/2020,Lithuania,3
3/13/2020,Lithuania,6
3/14/2020,Lithuania,8
3/15/2020,Lithuania,12
3/16/2020,Lithuania,17
3/17/2020,Lithuania,25
3/18/2020,Lithuania,27
3/19/2020,Lithuania,36
3/2/2020,Lithuania,1
3/20/2020,Lithuania,49
3/21/2020,Lithuania,83
3/22/2020,Lithuania,143
3/23/2020,Lithuania,179
3/24/2020,Lithuania,209
3/25/2020,Lithuania,274
3/26/2020,Lithuania,299
3/27/2020,Lithuania,358
3/28/2020,Lithuania,394
3/29/2020,Lithuania,460
3/3/2020,Lithuania,1
3/30/2020,Lithuania,491
3/31/2020,Lithuania,537
3/4/2020,Lithuania,1
3/5/2020,Lithuania,1
3/6/2020,Lithuania,1
3/7/2020,Lithuania,1
3/8/2020,Lithuania,1
3/9/2020,Lithuania,1
4/1/2020,Lithuania,581
1/22/2020,Luxembourg,0
1/23/2020,Luxembourg,0
1/24/2020,Luxembourg,0
1/25/2020,Luxembourg,0
1/26/2020,Luxembourg,0
1/27/2020,Luxembourg,0
1/28/2020,Luxembourg,0
1/29/2020,Luxembourg,0
1/30/2020,Luxembourg,0
1/31/2020,Luxembourg,0
2/1/2020,Luxembourg,0
2/10/2020,Luxembourg,0
2/11/2020,Luxembourg,0
2/12/2020,Luxembourg,0
2/13/2020,Luxembourg,0
2/14/2020,Luxembourg,0
2/15/2020,Luxembourg,0
2/16/2020,Luxembourg,0
2/17/2020,Luxembourg,0
2/18/2020,Luxembourg,0
2/19/2020,Luxembourg,0
2/2/2020,Luxembourg,0
2/20/2020,Luxembourg,0
2/21/2020,Luxembourg,0
2/22/2020,Luxembourg,0
2/23/2020,Luxembourg,0
2/24/2020,Luxembourg,0
2/25/2020,Luxembourg,0
2/26/2020,Luxembourg,0
2/27/2020,Luxembourg,0
2/28/2020,Luxembourg,0
2/29/2020,Luxembourg,1
2/3/2020,Luxembourg,0
2/4/2020,Luxembourg,0
2/5/2020,Luxembourg,0
2/6/2020,Luxembourg,0
2/7/2020,Luxembourg,0
2/8/2020,Luxembourg,0
2/9/2020,Luxembourg,0
3/1/2020,Luxembourg,1
3/10/2020,Luxembourg,5
3/11/2020,Luxembourg,7
3/12/2020,Luxembourg,19
3/13/2020,Luxembourg,34
3/14/2020,Luxembourg,51
3/15/2020,Luxembourg,59
3/16/2020,Luxembourg,77
3/17/2020,Luxembourg,140
3/18/2020,Luxembourg,203
3/19/2020,Luxembourg,335
3/2/2020,Luxembourg,1
3/20/2020,Luxembourg,484
3/21/2020,Luxembourg,670
3/22/2020,Luxembourg,798
3/23/2020,Luxembourg,875
3/24/2020,Luxembourg,1099
3/25/2020,Luxembourg,1333
3/26/2020,Luxembourg,1453
3/27/2020,Luxembourg,1605
3/28/2020,Luxembourg,1831
3/29/2020,Luxembourg,1950
3/3/2020,Luxembourg,1
3/30/2020,Luxembourg,1988
3/31/2020,Luxembourg,2178
3/4/2020,Luxembourg,1
3/5/2020,Luxembourg,1
3/6/2020,Luxembourg,2
3/7/2020,Luxembourg,2
3/8/2020,Luxembourg,3
3/9/2020,Luxembourg,3
4/1/2020,Luxembourg,2319
1/22/2020,Madagascar,0
1/23/2020,Madagascar,0
1/24/2020,Madagascar,0
1/25/2020,Madagascar,0
1/26/2020,Madagascar,0
1/27/2020,Madagascar,0
1/28/2020,Madagascar,0
1/29/2020,Madagascar,0
1/30/2020,Madagascar,0
1/31/2020,Madagascar,0
2/1/2020,Madagascar,0
2/10/2020,Madagascar,0
2/11/2020,Madagascar,0
2/12/2020,Madagascar,0
2/13/2020,Madagascar,0
2/14/2020,Madagascar,0
2/15/2020,Madagascar,0
2/16/2020,Madagascar,0
2/17/2020,Madagascar,0
2/18/2020,Madagascar,0
2/19/2020,Madagascar,0
2/2/2020,Madagascar,0
2/20/2020,Madagascar,0
2/21/2020,Madagascar,0
2/22/2020,Madagascar,0
2/23/2020,Madagascar,0
2/24/2020,Madagascar,0
2/25/2020,Madagascar,0
2/26/2020,Madagascar,0
2/27/2020,Madagascar,0
2/28/2020,Madagascar,0
2/29/2020,Madagascar,0
2/3/2020,Madagascar,0
2/4/2020,Madagascar,0
2/5/2020,Madagascar,0
2/6/2020,Madagascar,0
2/7/2020,Madagascar,0
2/8/2020,Madagascar,0
2/9/2020,Madagascar,0
3/1/2020,Madagascar,0
3/10/2020,Madagascar,0
3/11/2020,Madagascar,0
3/12/2020,Madagascar,0
3/13/2020,Madagascar,0
3/14/2020,Madagascar,0
3/15/2020,Madagascar,0
3/16/2020,Madagascar,0
3/17/2020,Madagascar,0
3/18/2020,Madagascar,0
3/19/2020,Madagascar,0
3/2/2020,Madagascar,0
3/20/2020,Madagascar,3
3/21/2020,Madagascar,3
3/22/2020,Madagascar,3
3/23/2020,Madagascar,12
3/24/2020,Madagascar,17
3/25/2020,Madagascar,19
3/26/2020,Madagascar,23
3/27/2020,Madagascar,26
3/28/2020,Madagascar,26
3/29/2020,Madagascar,39
3/3/2020,Madagascar,0
3/30/2020,Madagascar,43
3/31/2020,Madagascar,57
3/4/2020,Madagascar,0
3/5/2020,Madagascar,0
3/6/2020,Madagascar,0
3/7/2020,Madagascar,0
3/8/2020,Madagascar,0
3/9/2020,Madagascar,0
4/1/2020,Madagascar,57
1/22/2020,Malaysia,0
1/23/2020,Malaysia,0
1/24/2020,Malaysia,0
1/25/2020,Malaysia,3
1/26/2020,Malaysia,4
1/27/2020,Malaysia,4
1/28/2020,Malaysia,4
1/29/2020,Malaysia,7
1/30/2020,Malaysia,8
1/31/2020,Malaysia,8
2/1/2020,Malaysia,8
2/10/2020,Malaysia,18
2/11/2020,Malaysia,18
2/12/2020,Malaysia,18
2/13/2020,Malaysia,19
2/14/2020,Malaysia,19
2/15/2020,Malaysia,22
2/16/2020,Malaysia,22
2/17/2020,Malaysia,22
2/18/2020,Malaysia,22
2/19/2020,Malaysia,22
2/2/2020,Malaysia,8
2/20/2020,Malaysia,22
2/21/2020,Malaysia,22
2/22/2020,Malaysia,22
2/23/2020,Malaysia,22
2/24/2020,Malaysia,22
2/25/2020,Malaysia,22
2/26/2020,Malaysia,22
2/27/2020,Malaysia,23
2/28/2020,Malaysia,23
2/29/2020,Malaysia,25
2/3/2020,Malaysia,8
2/4/2020,Malaysia,10
2/5/2020,Malaysia,12
2/6/2020,Malaysia,12
2/7/2020,Malaysia,12
2/8/2020,Malaysia,16
2/9/2020,Malaysia,16
3/1/2020,Malaysia,29
3/10/2020,Malaysia,129
3/11/2020,Malaysia,149
3/12/2020,Malaysia,149
3/13/2020,Malaysia,197
3/14/2020,Malaysia,238
3/15/2020,Malaysia,428
3/16/2020,Malaysia,566
3/17/2020,Malaysia,673
3/18/2020,Malaysia,790
3/19/2020,Malaysia,900
3/2/2020,Malaysia,29
3/20/2020,Malaysia,1030
3/21/2020,Malaysia,1183
3/22/2020,Malaysia,1306
3/23/2020,Malaysia,1518
3/24/2020,Malaysia,1624
3/25/2020,Malaysia,1796
3/26/2020,Malaysia,2031
3/27/2020,Malaysia,2161
3/28/2020,Malaysia,2320
3/29/2020,Malaysia,2470
3/3/2020,Malaysia,36
3/30/2020,Malaysia,2626
3/31/2020,Malaysia,2766
3/4/2020,Malaysia,50
3/5/2020,Malaysia,50
3/6/2020,Malaysia,83
3/7/2020,Malaysia,93
3/8/2020,Malaysia,99
3/9/2020,Malaysia,117
4/1/2020,Malaysia,2908
1/22/2020,Maldives,0
1/23/2020,Maldives,0
1/24/2020,Maldives,0
1/25/2020,Maldives,0
1/26/2020,Maldives,0
1/27/2020,Maldives,0
1/28/2020,Maldives,0
1/29/2020,Maldives,0
1/30/2020,Maldives,0
1/31/2020,Maldives,0
2/1/2020,Maldives,0
2/10/2020,Maldives,0
2/11/2020,Maldives,0
2/12/2020,Maldives,0
2/13/2020,Maldives,0
2/14/2020,Maldives,0
2/15/2020,Maldives,0
2/16/2020,Maldives,0
2/17/2020,Maldives,0
2/18/2020,Maldives,0
2/19/2020,Maldives,0
2/2/2020,Maldives,0
2/20/2020,Maldives,0
2/21/2020,Maldives,0
2/22/2020,Maldives,0
2/23/2020,Maldives,0
2/24/2020,Maldives,0
2/25/2020,Maldives,0
2/26/2020,Maldives,0
2/27/2020,Maldives,0
2/28/2020,Maldives,0
2/29/2020,Maldives,0
2/3/2020,Maldives,0
2/4/2020,Maldives,0
2/5/2020,Maldives,0
2/6/2020,Maldives,0
2/7/2020,Maldives,0
2/8/2020,Maldives,0
2/9/2020,Maldives,0
3/1/2020,Maldives,0
3/10/2020,Maldives,6
3/11/2020,Maldives,8
3/12/2020,Maldives,8
3/13/2020,Maldives,9
3/14/2020,Maldives,10
3/15/2020,Maldives,13
3/16/2020,Maldives,13
3/17/2020,Maldives,13
3/18/2020,Maldives,13
3/19/2020,Maldives,13
3/2/2020,Maldives,0
3/20/2020,Maldives,13
3/21/2020,Maldives,13
3/22/2020,Maldives,13
3/23/2020,Maldives,13
3/24/2020,Maldives,13
3/25/2020,Maldives,13
3/26/2020,Maldives,13
3/27/2020,Maldives,16
3/28/2020,Maldives,16
3/29/2020,Maldives,17
3/3/2020,Maldives,0
3/30/2020,Maldives,17
3/31/2020,Maldives,18
3/4/2020,Maldives,0
3/5/2020,Maldives,0
3/6/2020,Maldives,0
3/7/2020,Maldives,0
3/8/2020,Maldives,4
3/9/2020,Maldives,4
4/1/2020,Maldives,19
1/22/2020,Malta,0
1/23/2020,Malta,0
1/24/2020,Malta,0
1/25/2020,Malta,0
1/26/2020,Malta,0
1/27/2020,Malta,0
1/28/2020,Malta,0
1/29/2020,Malta,0
1/30/2020,Malta,0
1/31/2020,Malta,0
2/1/2020,Malta,0
2/10/2020,Malta,0
2/11/2020,Malta,0
2/12/2020,Malta,0
2/13/2020,Malta,0
2/14/2020,Malta,0
2/15/2020,Malta,0
2/16/2020,Malta,0
2/17/2020,Malta,0
2/18/2020,Malta,0
2/19/2020,Malta,0
2/2/2020,Malta,0
2/20/2020,Malta,0
2/21/2020,Malta,0
2/22/2020,Malta,0
2/23/2020,Malta,0
2/24/2020,Malta,0
2/25/2020,Malta,0
2/26/2020,Malta,0
2/27/2020,Malta,0
2/28/2020,Malta,0
2/29/2020,Malta,0
2/3/2020,Malta,0
2/4/2020,Malta,0
2/5/2020,Malta,0
2/6/2020,Malta,0
2/7/2020,Malta,0
2/8/2020,Malta,0
2/9/2020,Malta,0
3/1/2020,Malta,0
3/10/2020,Malta,5
3/11/2020,Malta,6
3/12/2020,Malta,6
3/13/2020,Malta,12
3/14/2020,Malta,18
3/15/2020,Malta,21
3/16/2020,Malta,30
3/17/2020,Malta,38
3/18/2020,Malta,38
3/19/2020,Malta,53
3/2/2020,Malta,0
3/20/2020,Malta,64
3/21/2020,Malta,73
3/22/2020,Malta,90
3/23/2020,Malta,107
3/24/2020,Malta,110
3/25/2020,Malta,129
3/26/2020,Malta,134
3/27/2020,Malta,139
3/28/2020,Malta,149
3/29/2020,Malta,151
3/3/2020,Malta,0
3/30/2020,Malta,156
3/31/2020,Malta,169
3/4/2020,Malta,0
3/5/2020,Malta,0
3/6/2020,Malta,0
3/7/2020,Malta,3
3/8/2020,Malta,3
3/9/2020,Malta,3
4/1/2020,Malta,188
1/22/2020,Mauritania,0
1/23/2020,Mauritania,0
1/24/2020,Mauritania,0
1/25/2020,Mauritania,0
1/26/2020,Mauritania,0
1/27/2020,Mauritania,0
1/28/2020,Mauritania,0
1/29/2020,Mauritania,0
1/30/2020,Mauritania,0
1/31/2020,Mauritania,0
2/1/2020,Mauritania,0
2/10/2020,Mauritania,0
2/11/2020,Mauritania,0
2/12/2020,Mauritania,0
2/13/2020,Mauritania,0
2/14/2020,Mauritania,0
2/15/2020,Mauritania,0
2/16/2020,Mauritania,0
2/17/2020,Mauritania,0
2/18/2020,Mauritania,0
2/19/2020,Mauritania,0
2/2/2020,Mauritania,0
2/20/2020,Mauritania,0
2/21/2020,Mauritania,0
2/22/2020,Mauritania,0
2/23/2020,Mauritania,0
2/24/2020,Mauritania,0
2/25/2020,Mauritania,0
2/26/2020,Mauritania,0
2/27/2020,Mauritania,0
2/28/2020,Mauritania,0
2/29/2020,Mauritania,0
2/3/2020,Mauritania,0
2/4/2020,Mauritania,0
2/5/2020,Mauritania,0
2/6/2020,Mauritania,0
2/7/2020,Mauritania,0
2/8/2020,Mauritania,0
2/9/2020,Mauritania,0
3/1/2020,Mauritania,0
3/10/2020,Mauritania,0
3/11/2020,Mauritania,0
3/12/2020,Mauritania,0
3/13/2020,Mauritania,0
3/14/2020,Mauritania,1
3/15/2020,Mauritania,1
3/16/2020,Mauritania,1
3/17/2020,Mauritania,1
3/18/2020,Mauritania,1
3/19/2020,Mauritania,2
3/2/2020,Mauritania,0
3/20/2020,Mauritania,2
3/21/2020,Mauritania,2
3/22/2020,Mauritania,2
3/23/2020,Mauritania,2
3/24/2020,Mauritania,2
3/25/2020,Mauritania,2
3/26/2020,Mauritania,3
3/27/2020,Mauritania,3
3/28/2020,Mauritania,5
3/29/2020,Mauritania,5
3/3/2020,Mauritania,0
3/30/2020,Mauritania,5
3/31/2020,Mauritania,6
3/4/2020,Mauritania,0
3/5/2020,Mauritania,0
3/6/2020,Mauritania,0
3/7/2020,Mauritania,0
3/8/2020,Mauritania,0
3/9/2020,Mauritania,0
4/1/2020,Mauritania,6
1/22/2020,Mauritius,0
1/23/2020,Mauritius,0
1/24/2020,Mauritius,0
1/25/2020,Mauritius,0
1/26/2020,Mauritius,0
1/27/2020,Mauritius,0
1/28/2020,Mauritius,0
1/29/2020,Mauritius,0
1/30/2020,Mauritius,0
1/31/2020,Mauritius,0
2/1/2020,Mauritius,0
2/10/2020,Mauritius,0
2/11/2020,Mauritius,0
2/12/2020,Mauritius,0
2/13/2020,Mauritius,0
2/14/2020,Mauritius,0
2/15/2020,Mauritius,0
2/16/2020,Mauritius,0
2/17/2020,Mauritius,0
2/18/2020,Mauritius,0
2/19/2020,Mauritius,0
2/2/2020,Mauritius,0
2/20/2020,Mauritius,0
2/21/2020,Mauritius,0
2/22/2020,Mauritius,0
2/23/2020,Mauritius,0
2/24/2020,Mauritius,0
2/25/2020,Mauritius,0
2/26/2020,Mauritius,0
2/27/2020,Mauritius,0
2/28/2020,Mauritius,0
2/29/2020,Mauritius,0
2/3/2020,Mauritius,0
2/4/2020,Mauritius,0
2/5/2020,Mauritius,0
2/6/2020,Mauritius,0
2/7/2020,Mauritius,0
2/8/2020,Mauritius,0
2/9/2020,Mauritius,0
3/1/2020,Mauritius,0
3/10/2020,Mauritius,0
3/11/2020,Mauritius,0
3/12/2020,Mauritius,0
3/13/2020,Mauritius,0
3/14/2020,Mauritius,0
3/15/2020,Mauritius,0
3/16/2020,Mauritius,0
3/17/2020,Mauritius,0
3/18/2020,Mauritius,3
3/19/2020,Mauritius,3
3/2/2020,Mauritius,0
3/20/2020,Mauritius,12
3/21/2020,Mauritius,14
3/22/2020,Mauritius,28
3/23/2020,Mauritius,36
3/24/2020,Mauritius,42
3/25/2020,Mauritius,48
3/26/2020,Mauritius,81
3/27/2020,Mauritius,94
3/28/2020,Mauritius,102
3/29/2020,Mauritius,107
3/3/2020,Mauritius,0
3/30/2020,Mauritius,128
3/31/2020,Mauritius,143
3/4/2020,Mauritius,0
3/5/2020,Mauritius,0
3/6/2020,Mauritius,0
3/7/2020,Mauritius,0
3/8/2020,Mauritius,0
3/9/2020,Mauritius,0
4/1/2020,Mauritius,161
1/22/2020,Mexico,0
1/23/2020,Mexico,0
1/24/2020,Mexico,0
1/25/2020,Mexico,0
1/26/2020,Mexico,0
1/27/2020,Mexico,0
1/28/2020,Mexico,0
1/29/2020,Mexico,0
1/30/2020,Mexico,0
1/31/2020,Mexico,0
2/1/2020,Mexico,0
2/10/2020,Mexico,0
2/11/2020,Mexico,0
2/12/2020,Mexico,0
2/13/2020,Mexico,0
2/14/2020,Mexico,0
2/15/2020,Mexico,0
2/16/2020,Mexico,0
2/17/2020,Mexico,0
2/18/2020,Mexico,0
2/19/2020,Mexico,0
2/2/2020,Mexico,0
2/20/2020,Mexico,0
2/21/2020,Mexico,0
2/22/2020,Mexico,0
2/23/2020,Mexico,0
2/24/2020,Mexico,0
2/25/2020,Mexico,0
2/26/2020,Mexico,0
2/27/2020,Mexico,0
2/28/2020,Mexico,1
2/29/2020,Mexico,4
2/3/2020,Mexico,0
2/4/2020,Mexico,0
2/5/2020,Mexico,0
2/6/2020,Mexico,0
2/7/2020,Mexico,0
2/8/2020,Mexico,0
2/9/2020,Mexico,0
3/1/2020,Mexico,5
3/10/2020,Mexico,7
3/11/2020,Mexico,8
3/12/2020,Mexico,12
3/13/2020,Mexico,12
3/14/2020,Mexico,26
3/15/2020,Mexico,41
3/16/2020,Mexico,53
3/17/2020,Mexico,82
3/18/2020,Mexico,93
3/19/2020,Mexico,118
3/2/2020,Mexico,5
3/20/2020,Mexico,164
3/21/2020,Mexico,203
3/22/2020,Mexico,251
3/23/2020,Mexico,316
3/24/2020,Mexico,367
3/25/2020,Mexico,405
3/26/2020,Mexico,475
3/27/2020,Mexico,585
3/28/2020,Mexico,717
3/29/2020,Mexico,848
3/3/2020,Mexico,5
3/30/2020,Mexico,993
3/31/2020,Mexico,1094
3/4/2020,Mexico,5
3/5/2020,Mexico,5
3/6/2020,Mexico,6
3/7/2020,Mexico,6
3/8/2020,Mexico,7
3/9/2020,Mexico,7
4/1/2020,Mexico,1215
1/22/2020,Moldova,0
1/23/2020,Moldova,0
1/24/2020,Moldova,0
1/25/2020,Moldova,0
1/26/2020,Moldova,0
1/27/2020,Moldova,0
1/28/2020,Moldova,0
1/29/2020,Moldova,0
1/30/2020,Moldova,0
1/31/2020,Moldova,0
2/1/2020,Moldova,0
2/10/2020,Moldova,0
2/11/2020,Moldova,0
2/12/2020,Moldova,0
2/13/2020,Moldova,0
2/14/2020,Moldova,0
2/15/2020,Moldova,0
2/16/2020,Moldova,0
2/17/2020,Moldova,0
2/18/2020,Moldova,0
2/19/2020,Moldova,0
2/2/2020,Moldova,0
2/20/2020,Moldova,0
2/21/2020,Moldova,0
2/22/2020,Moldova,0
2/23/2020,Moldova,0
2/24/2020,Moldova,0
2/25/2020,Moldova,0
2/26/2020,Moldova,0
2/27/2020,Moldova,0
2/28/2020,Moldova,0
2/29/2020,Moldova,0
2/3/2020,Moldova,0
2/4/2020,Moldova,0
2/5/2020,Moldova,0
2/6/2020,Moldova,0
2/7/2020,Moldova,0
2/8/2020,Moldova,0
2/9/2020,Moldova,0
3/1/2020,Moldova,0
3/10/2020,Moldova,3
3/11/2020,Moldova,3
3/12/2020,Moldova,3
3/13/2020,Moldova,6
3/14/2020,Moldova,12
3/15/2020,Moldova,23
3/16/2020,Moldova,23
3/17/2020,Moldova,30
3/18/2020,Moldova,30
3/19/2020,Moldova,49
3/2/2020,Moldova,0
3/20/2020,Moldova,66
3/21/2020,Moldova,80
3/22/2020,Moldova,94
3/23/2020,Moldova,109
3/24/2020,Moldova,125
3/25/2020,Moldova,149
3/26/2020,Moldova,177
3/27/2020,Moldova,199
3/28/2020,Moldova,231
3/29/2020,Moldova,263
3/3/2020,Moldova,0
3/30/2020,Moldova,298
3/31/2020,Moldova,353
3/4/2020,Moldova,0
3/5/2020,Moldova,0
3/6/2020,Moldova,0
3/7/2020,Moldova,0
3/8/2020,Moldova,1
